Cod_Sexo,EstCivil,Carrera,Edad,ALG_GEO_ANALITICA_I,ALG_GEO_ANALITICA_II,ANALISIS_MAT_I,ANALISIS_MAT_II,COMPUTACION_NIV_I,ELEMENTOS_PROG_I,MAT_DISCRETA,QUIMICA_GRAL,TECN_ING_SOC,SIST_REP,INGLES_TECN_I,FISICA_I,TICs,Situacion
1,1,202,24,[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,207,24,[Cursada Aprobada],[Cursada Ausente],[Cursada Aprobada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,201,24,[Cursada Aprobada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,201,25,[Cursada Ausente],[No_Cursada],[Cursada Reprobada],[No_Cursada],[Cursada Promocionada],[Cursada Reprobada],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Aprobada],NO_ABANDONO
1,1,201,24,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],ABANDONO
1,2,207,24,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Reprobada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Ausente],ABANDONO
2,1,201,23,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],ABANDONO
1,1,201,24,[Cursada Promocionada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Aprobada],NO_ABANDONO
2,1,201,24,[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],NO_ABANDONO
1,1,201,24,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,207,24,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[No_Cursada],NO_ABANDONO
1,1,201,24,[Cursada Reprobada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[Cursada Aprobada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Aprobada],NO_ABANDONO
2,1,203,24,[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],ABANDONO
1,1,203,24,[Cursada Aprobada],[Final Aprobada],[Cursada Aprobada],[Cursada Aprobada],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,201,24,[Cursada Aprobada],[No_Cursada],[Cursada Aprobada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,203,24,[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Final Aprobada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,203,24,[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],[Cursada Reprobada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Aprobada],NO_ABANDONO
1,1,201,24,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Reprobada],[Cursada Ausente],[Cursada Ausente],[Final Aprobada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Final Aprobada],NO_ABANDONO
1,1,203,23,[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],[Cursada Aprobada],NO_ABANDONO
1,1,207,23,[Cursada Promocionada],[Cursada Promocionada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],[Final Aprobada],NO_ABANDONO
1,1,201,24,[Final Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[Cursada Aprobada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,207,23,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Reprobada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,203,24,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],[Cursada Reprobada],[Final Aprobada],[Cursada Aprobada],[Cursada Promocionada],[No_Cursada],[Cursada Reprobada],NO_ABANDONO
1,1,201,24,[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],NO_ABANDONO
1,1,201,24,[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Reprobada],NO_ABANDONO
1,1,201,24,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,201,24,[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],ABANDONO
1,1,201,24,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Reprobada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,203,24,[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Aprobada],[Cursada Aprobada],ABANDONO
1,1,201,24,[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Final Ausente],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,201,24,[Cursada Promocionada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Final Reprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,201,24,[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[No_Cursada],[No_Cursada],ABANDONO
1,1,203,24,[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],ABANDONO
1,1,201,23,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Aprobada],ABANDONO
1,1,201,23,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Aprobada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Final Ausente],NO_ABANDONO
1,1,203,23,[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,202,23,[Cursada Aprobada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Reprobada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Aprobada],NO_ABANDONO
1,1,202,23,[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Promocionada],[Final Reprobada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],NO_ABANDONO
1,1,201,23,[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,207,23,[Cursada Aprobada],[Cursada Reprobada],[Cursada Reprobada],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],[Final Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,203,23,[Final Aprobada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Final Aprobada],[Cursada Aprobada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,201,23,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
2,1,207,23,[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Final Aprobada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Aprobada],NO_ABANDONO
1,1,201,23,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
2,1,202,24,[Cursada Reprobada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,201,23,[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[No_Cursada],[No_Cursada],ABANDONO
1,1,207,23,[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Reprobada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],NO_ABANDONO
2,1,203,23,[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,203,23,[Cursada Reprobada],[Cursada Reprobada],[No_Cursada],[No_Cursada],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],[No_Cursada],[Final Aprobada],[Final Aprobada],[No_Cursada],[No_Cursada],[Cursada Aprobada],NO_ABANDONO
1,1,202,23,[Cursada Aprobada],[Cursada Promocionada],[Final Aprobada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],[Cursada Reprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Reprobada],NO_ABANDONO
1,1,202,23,[Cursada Reprobada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Aprobada],[Cursada Ausente],[Final Ausente],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
2,1,201,23,[Final Aprobada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Reprobada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],NO_ABANDONO
2,1,203,23,[Cursada Aprobada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Reprobada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,201,23,[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,201,22,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],ABANDONO
1,1,201,23,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Final Ausente],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,202,22,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Ausente],NO_ABANDONO
2,1,203,22,[Cursada Promocionada],[Cursada Aprobada],[Final Reprobada],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Ausente],NO_ABANDONO
1,1,201,22,[Cursada Promocionada],[Cursada Aprobada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Reprobada],NO_ABANDONO
1,1,207,21,[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],ABANDONO
1,1,201,23,[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Aprobada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[No_Cursada],NO_ABANDONO
2,1,203,21,[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Final Aprobada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Reprobada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],NO_ABANDONO
1,1,201,20,[Cursada Reprobada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Reprobada],[Cursada Reprobada],[Cursada Ausente],[Final Aprobada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,201,20,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Reprobada],[Cursada Ausente],[Cursada Aprobada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[No_Cursada],NO_ABANDONO
1,1,201,19,[Cursada Aprobada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Reprobada],[Cursada Promocionada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,201,19,[Cursada Promocionada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Final Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Final Aprobada],NO_ABANDONO
1,1,207,19,[Cursada Promocionada],[No_Cursada],[Final Ausente],[No_Cursada],[Final Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Aprobada],NO_ABANDONO
1,1,202,19,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],ABANDONO
1,1,201,22,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],[No_Cursada],[Cursada Aprobada],NO_ABANDONO
1,1,201,23,[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Final Reprobada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,202,23,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,201,23,[Cursada Promocionada],[Final Reprobada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Aprobada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Reprobada],NO_ABANDONO
1,1,203,22,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Ausente],ABANDONO
1,1,201,22,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[No_Cursada],NO_ABANDONO
1,1,203,22,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Reprobada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[No_Cursada],NO_ABANDONO
1,1,203,23,[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Aprobada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Reprobada],NO_ABANDONO
1,1,201,22,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
2,1,202,22,[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],NO_ABANDONO
1,1,201,21,[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Promocionada],[Cursada Promocionada],[Cursada Aprobada],NO_ABANDONO
1,1,202,21,[No_Cursada],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Reprobada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Promocionada],[Cursada Promocionada],[No_Cursada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,207,22,[Cursada Ausente],[Cursada Reprobada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[No_Cursada],[Cursada Reprobada],[Final Reprobada],[Cursada Promocionada],[Cursada Promocionada],[Final Aprobada],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,201,22,[Cursada Ausente],[No_Cursada],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Reprobada],[No_Cursada],[No_Cursada],[Cursada Promocionada],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
2,1,201,22,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Aprobada],[Cursada Reprobada],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],NO_ABANDONO
2,1,207,22,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Final Reprobada],[Final Aprobada],[Cursada Ausente],[Cursada Ausente],[Cursada Promocionada],[Cursada Ausente],[No_Cursada],[Cursada Ausente],NO_ABANDONO
1,1,201,21,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],[Cursada Ausente],[Cursada Reprobada],[Cursada Ausente],[Cursada Aprobada],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],NO_ABANDONO
1,1,201,22,[Cursada Ausente],[No_Cursada],[Cursada Ausente],[No_Cursada],[No_Cursada],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[Cursada Ausente],[No_Cursada],[Cursada Promocionada],ABANDONO
